
novel category:玄幻奇幻排行
小说名：太古神王 	 小说地址：http://www.qu.la//book/4140/ 
小说名：都市超级医圣 	 小说地址：http://www.qu.la//book/25840/ 
小说名：权力巅峰 	 小说地址：http://www.qu.la//book/49/ 
小说名：俗人回档 	 小说地址：http://www.qu.la//book/3820/ 
小说名：超品透视 	 小说地址：http://www.qu.la//book/5288/ 
小说名：特种兵在都市 	 小说地址：http://www.qu.la//book/147/ 
小说名：大王饶命 	 小说地址：http://www.qu.la//book/38531/ 
小说名：极品透视 	 小说地址：http://www.qu.la//book/4301/ 
小说名：官榜 	 小说地址：http://www.qu.la//book/187/ 
小说名：最强兵王 	 小说地址：http://www.qu.la//book/4511/ 
小说名：仙界归来 	 小说地址：http://www.qu.la//book/17460/ 
小说名：我的绝色美女房客 	 小说地址：http://www.qu.la//book/34358/ 
小说名：异能小神农 	 小说地址：http://www.qu.la//book/43542/ 
小说名：红色仕途 	 小说地址：http://www.qu.la//book/50/ 
小说名：超级兵王 	 小说地址：http://www.qu.la//book/28/ 
小说名：超品透视 	 小说地址：http://www.qu.la//book/5288/ 
小说名：都市超级医圣 	 小说地址：http://www.qu.la//book/25840/ 
小说名：校花的贴身高手 	 小说地址：http://www.qu.la//book/161/ 
小说名：权力巅峰 	 小说地址：http://www.qu.la//book/49/ 
小说名：俗人回档 	 小说地址：http://www.qu.la//book/3820/ 
小说名：青云仕途 	 小说地址：http://www.qu.la//book/35157/ 

novel category:科幻灵异排行
小说名：驭房有术 	 小说地址：http://www.qu.la//book/24456/ 
小说名：吞噬星空 	 小说地址：http://www.qu.la//book/398/ 
小说名：末世之全能大师 	 小说地址：http://www.qu.la//book/27473/ 
小说名：英雄联盟之王者荣耀 	 小说地址：http://www.qu.la//book/9418/ 
小说名：修真四万年 	 小说地址：http://www.qu.la//book/4292/ 
小说名：神级剑魂系统 	 小说地址：http://www.qu.la//book/26993/ 
小说名：末世钢铁车队 	 小说地址：http://www.qu.la//book/26948/ 
小说名：我在末世有套房 	 小说地址：http://www.qu.la//book/9389/ 
小说名：异常生物见闻录 	 小说地址：http://www.qu.la//book/3650/ 
小说名：我的房间有扇任意门 	 小说地址：http://www.qu.la//book/26841/ 
小说名：机破星河 	 小说地址：http://www.qu.la//book/16916/ 
小说名：武侠世界大穿越 	 小说地址：http://www.qu.la//book/10204/ 
小说名：黑铁之堡 	 小说地址：http://www.qu.la//book/249/ 
小说名：会穿越的外交官 	 小说地址：http://www.qu.la//book/11027/ 
小说名：无敌捉鬼系统 	 小说地址：http://www.qu.la//book/26980/ 
小说名：驭房有术 	 小说地址：http://www.qu.la//book/24456/ 
小说名：快穿直播：反派BOSS是女帝！ 	 小说地址：http://www.qu.la//book/81927/ 
小说名：重生弃少归来 	 小说地址：http://www.qu.la//book/71118/ 
小说名：最强齐天大圣 	 小说地址：http://www.qu.la//book/29985/ 
小说名：快穿之炮灰女配逆袭记 	 小说地址：http://www.qu.la//book/41337/ 
小说名：吞噬星空 	 小说地址：http://www.qu.la//book/398/ 
小说名：修真四万年 	 小说地址：http://www.qu.la//book/4292/ 
小说名：电影世界穿梭门 	 小说地址：http://www.qu.la//book/38499/ 
小说名：末世之全能大师 	 小说地址：http://www.qu.la//book/27473/ 
小说名：快穿攻略：撩男神100式 	 小说地址：http://www.qu.la//book/79167/ 
小说名：快穿女配：反派BOSS有毒 	 小说地址：http://www.qu.la//book/40455/ 
小说名：末日轮盘 	 小说地址：http://www.qu.la//book/14568/ 
小说名：我的老千生涯 	 小说地址：http://www.qu.la//book/36567/ 
小说名：英雄联盟之绝世无双 	 小说地址：http://www.qu.la//book/13541/ 
小说名：极品捉鬼系统 	 小说地址：http://www.qu.la//book/52783/ 
小说名：驭房有术 	 小说地址：http://www.qu.la//book/24456/ 
小说名：快穿直播：反派BOSS是女帝！ 	 小说地址：http://www.qu.la//book/81927/ 
小说名：重生弃少归来 	 小说地址：http://www.qu.la//book/71118/ 
小说名：最强齐天大圣 	 小说地址：http://www.qu.la//book/29985/ 
小说名：吞噬星空 	 小说地址：http://www.qu.la//book/398/ 
小说名：修真四万年 	 小说地址：http://www.qu.la//book/4292/ 
小说名：快穿攻略：撩男神100式 	 小说地址：http://www.qu.la//book/79167/ 
小说名：快穿女配：反派BOSS有毒 	 小说地址：http://www.qu.la//book/40455/ 
小说名：末世之全能大师 	 小说地址：http://www.qu.la//book/27473/ 
小说名：快穿之炮灰女配逆袭记 	 小说地址：http://www.qu.la//book/41337/ 
小说名：电影世界穿梭门 	 小说地址：http://www.qu.la//book/38499/ 
小说名：末日轮盘 	 小说地址：http://www.qu.la//book/14568/ 
小说名：我的老千生涯 	 小说地址：http://www.qu.la//book/36567/ 
小说名：青叶灵异事务所 	 小说地址：http://www.qu.la//book/27950/ 
小说名：星际之全能进化 	 小说地址：http://www.qu.la//book/45500/ 

novel category:网游竞技排行
小说名：全职高手 	 小说地址：http://www.qu.la//book/32/ 
小说名：重生之最强剑神 	 小说地址：http://www.qu.la//book/9362/ 
小说名：网游之逆天戒指 	 小说地址：http://www.qu.la//book/10479/ 
小说名：全能游戏设计师 	 小说地址：http://www.qu.la//book/38762/ 
小说名：英雄联盟之谁与争锋 	 小说地址：http://www.qu.la//book/693/ 
小说名：惊悚乐园 	 小说地址：http://www.qu.la//book/156/ 
小说名：网游之大盗贼 	 小说地址：http://www.qu.la//book/4540/ 
小说名：网游之狂兽逆天 	 小说地址：http://www.qu.la//book/3791/ 
小说名：英雄联盟之唯我独尊 	 小说地址：http://www.qu.la//book/26846/ 
小说名：冠军之心 	 小说地址：http://www.qu.la//book/11139/ 
小说名：重返三百年 	 小说地址：http://www.qu.la//book/28975/ 
小说名：重生之贼行天下 	 小说地址：http://www.qu.la//book/2520/ 
小说名：异界全职业大师 	 小说地址：http://www.qu.la//book/2501/ 
小说名：网游之天下无双 	 小说地址：http://www.qu.la//book/2550/ 
小说名：英雄联盟之无敌抽奖系统 	 小说地址：http://www.qu.la//book/26847/ 
小说名：全能游戏设计师 	 小说地址：http://www.qu.la//book/38762/ 
小说名：一枪致命 	 小说地址：http://www.qu.la//book/18253/ 
小说名：超神机械师 	 小说地址：http://www.qu.la//book/31243/ 
小说名：重生之最强剑神 	 小说地址：http://www.qu.la//book/9362/ 
小说名：网游之神级炼妖师 	 小说地址：http://www.qu.la//book/34243/ 
小说名：全职高手 	 小说地址：http://www.qu.la//book/32/ 
小说名：网游之神级土豪 	 小说地址：http://www.qu.la//book/30584/ 
小说名：网游之神王法则 	 小说地址：http://www.qu.la//book/38896/ 
小说名：异界全职业大师 	 小说地址：http://www.qu.la//book/2501/ 
小说名：异界之宠物系统 	 小说地址：http://www.qu.la//book/46394/ 
小说名：重返三百年 	 小说地址：http://www.qu.la//book/28975/ 
小说名：网游之天谴修罗 	 小说地址：http://www.qu.la//book/226/ 
小说名：这个大神开外挂 	 小说地址：http://www.qu.la//book/31915/ 
小说名：网游之天下无双 	 小说地址：http://www.qu.la//book/2550/ 
小说名：网游之大盗贼 	 小说地址：http://www.qu.la//book/4540/ 
小说名：全能游戏设计师 	 小说地址：http://www.qu.la//book/38762/ 
小说名：全职高手 	 小说地址：http://www.qu.la//book/32/ 
小说名：网游之神级炼妖师 	 小说地址：http://www.qu.la//book/34243/ 
小说名：一枪致命 	 小说地址：http://www.qu.la//book/18253/ 
小说名：超神机械师 	 小说地址：http://www.qu.la//book/31243/ 
小说名：重生之最强剑神 	 小说地址：http://www.qu.la//book/9362/ 
小说名：网游之神级土豪 	 小说地址：http://www.qu.la//book/30584/ 
小说名：网游之神王法则 	 小说地址：http://www.qu.la//book/38896/ 
小说名：异界全职业大师 	 小说地址：http://www.qu.la//book/2501/ 
小说名：异界之宠物系统 	 小说地址：http://www.qu.la//book/46394/ 
小说名：重返三百年 	 小说地址：http://www.qu.la//book/28975/ 
小说名：网游之天下无双 	 小说地址：http://www.qu.la//book/2550/ 
小说名：网游之天谴修罗 	 小说地址：http://www.qu.la//book/226/ 
小说名：网游之逆天戒指 	 小说地址：http://www.qu.la//book/10479/ 
小说名：恶魔囚笼 	 小说地址：http://www.qu.la//book/15513/ 

novel category:女生频道排行
小说名：邪王追妻：废材逆天小姐 	 小说地址：http://www.qu.la//book/11424/ 
小说名：神医嫡女 	 小说地址：http://www.qu.la//book/13703/ 
小说名：误惹妖孽王爷：废材逆天四小姐 	 小说地址：http://www.qu.la//book/6598/ 
小说名：至尊瞳术师：绝世大小姐 	 小说地址：http://www.qu.la//book/34377/ 
小说名：田园蜜宠：农家小娘子火辣辣 	 小说地址：http://www.qu.la//book/28907/ 
小说名：老公狠坏，狠强势！ 	 小说地址：http://www.qu.la//book/29437/ 
小说名：凤帝九倾 	 小说地址：http://www.qu.la//book/39161/ 
小说名：农女重生之丞相夫人 	 小说地址：http://www.qu.la//book/40723/ 
小说名：蜜爱100分：不良鲜妻有点甜 	 小说地址：http://www.qu.la//book/38500/ 
小说名：重生影后小军嫂 	 小说地址：http://www.qu.la//book/29715/ 
小说名：闪婚总裁契约妻 	 小说地址：http://www.qu.la//book/28910/ 
小说名：医品毒妃倾天下 	 小说地址：http://www.qu.la//book/61027/ 
小说名：隐婚100分：惹火娇妻嫁一送一 	 小说地址：http://www.qu.la//book/34336/ 
小说名：闪婚厚爱：误嫁天价老公 	 小说地址：http://www.qu.la//book/41344/ 
小说名：重生八零锦绣军婚 	 小说地址：http://www.qu.la//book/33269/ 
小说名：误惹妖孽王爷：废材逆天四小姐 	 小说地址：http://www.qu.la//book/6598/ 
小说名：恰似寒光遇骄阳 	 小说地址：http://www.qu.la//book/67608/ 
小说名：重生八零锦绣军婚 	 小说地址：http://www.qu.la//book/33269/ 
小说名：医品毒妃倾天下 	 小说地址：http://www.qu.la//book/61027/ 
小说名：快穿之反派又黑化了 	 小说地址：http://www.qu.la//book/69556/ 
小说名：至尊瞳术师：绝世大小姐 	 小说地址：http://www.qu.la//book/34377/ 
小说名：蜜爱100分：不良鲜妻有点甜 	 小说地址：http://www.qu.la//book/38500/ 
小说名：神医凰后 	 小说地址：http://www.qu.la//book/67609/ 
小说名：试婚老公，要给力 	 小说地址：http://www.qu.la//book/34381/ 
小说名：邪王追妻：废材逆天小姐 	 小说地址：http://www.qu.la//book/11424/ 
小说名：鬼医凤九 	 小说地址：http://www.qu.la//book/81465/ 
小说名：总裁爹地宠上天 	 小说地址：http://www.qu.la//book/69619/ 
小说名：卦妃天下 	 小说地址：http://www.qu.la//book/38761/ 
小说名：凤帝九倾 	 小说地址：http://www.qu.la//book/39161/ 
小说名：神医凰后：傲娇暴君，强势宠！ 	 小说地址：http://www.qu.la//book/32267/ 
小说名：重生八零锦绣军婚 	 小说地址：http://www.qu.la//book/33269/ 
小说名：误惹妖孽王爷：废材逆天四小姐 	 小说地址：http://www.qu.la//book/6598/ 
小说名：医品毒妃倾天下 	 小说地址：http://www.qu.la//book/61027/ 
小说名：恰似寒光遇骄阳 	 小说地址：http://www.qu.la//book/67608/ 
小说名：快穿之反派又黑化了 	 小说地址：http://www.qu.la//book/69556/ 
小说名：蜜爱100分：不良鲜妻有点甜 	 小说地址：http://www.qu.la//book/38500/ 
小说名：鬼医凤九 	 小说地址：http://www.qu.la//book/81465/ 
小说名：Hello，校草大人！ 	 小说地址：http://www.qu.la//book/39349/ 
小说名：试婚老公，要给力 	 小说地址：http://www.qu.la//book/34381/ 
小说名：至尊瞳术师：绝世大小姐 	 小说地址：http://www.qu.la//book/34377/ 
小说名：卦妃天下 	 小说地址：http://www.qu.la//book/38761/ 
小说名：逆天九小姐：帝尊，别跑！ 	 小说地址：http://www.qu.la//book/43131/ 
小说名：邪王追妻：废材逆天小姐 	 小说地址：http://www.qu.la//book/11424/ 
小说名：神医凰后 	 小说地址：http://www.qu.la//book/67609/ 
小说名：神医凰后：傲娇暴君，强势宠！ 	 小说地址：http://www.qu.la//book/32267/ 

novel category:玄幻奇幻排行
小说名：太古神王 	 小说地址：http://www.qu.la//book/4140/ 
小说名：大主宰 	 小说地址：http://www.qu.la//book/176/ 
小说名：武炼巅峰 	 小说地址：http://www.qu.la//book/68/ 
小说名：龙王传说 	 小说地址：http://www.qu.la//book/13453/ 
小说名：全职法师 	 小说地址：http://www.qu.la//book/4703/ 
小说名：神道丹尊 	 小说地址：http://www.qu.la//book/13781/ 
小说名：雪鹰领主 	 小说地址：http://www.qu.la//book/5094/ 
小说名：择天记 	 小说地址：http://www.qu.la//book/168/ 
小说名：修罗武神 	 小说地址：http://www.qu.la//book/175/ 
小说名：完美世界 	 小说地址：http://www.qu.la//book/14/ 
小说名：万古神帝 	 小说地址：http://www.qu.la//book/14721/ 
小说名：儒道至圣 	 小说地址：http://www.qu.la//book/903/ 
小说名：元尊 	 小说地址：http://www.qu.la//book/3137/ 
小说名：异世灵武天下 	 小说地址：http://www.qu.la//book/199/ 
小说名：绝世武神 	 小说地址：http://www.qu.la//book/322/ 
小说名：武炼巅峰 	 小说地址：http://www.qu.la//book/68/ 
小说名：龙王传说 	 小说地址：http://www.qu.la//book/13453/ 
小说名：元尊 	 小说地址：http://www.qu.la//book/3137/ 
小说名：全职法师 	 小说地址：http://www.qu.la//book/4703/ 
小说名：太古神王 	 小说地址：http://www.qu.la//book/4140/ 
小说名：超级神基因 	 小说地址：http://www.qu.la//book/25877/ 
小说名：圣墟 	 小说地址：http://www.qu.la//book/24868/ 
小说名：最强医圣 	 小说地址：http://www.qu.la//book/20060/ 
小说名：绝世唐门 	 小说地址：http://www.qu.la//book/38/ 
小说名：永夜君王 	 小说地址：http://www.qu.la//book/635/ 
小说名：斗罗大陆3龙王传说 	 小说地址：http://www.qu.la//book/13661/ 
小说名：修罗武神 	 小说地址：http://www.qu.la//book/175/ 
小说名：丹武至尊 	 小说地址：http://www.qu.la//book/4831/ 
小说名：万古神帝 	 小说地址：http://www.qu.la//book/14721/ 
小说名：斗罗大陆 	 小说地址：http://www.qu.la//book/379/ 
小说名：武炼巅峰 	 小说地址：http://www.qu.la//book/68/ 
小说名：龙王传说 	 小说地址：http://www.qu.la//book/13453/ 
小说名：元尊 	 小说地址：http://www.qu.la//book/3137/ 
小说名：全职法师 	 小说地址：http://www.qu.la//book/4703/ 
小说名：太古神王 	 小说地址：http://www.qu.la//book/4140/ 
小说名：超级神基因 	 小说地址：http://www.qu.la//book/25877/ 
